Ngram,Count,KneserNey_Prob
"नईदुनिया प्रतिनिधि) । </s>",1634,0.9999999989759326
"करने की कोशिश की",1634,0.4124033522255387
"ने की । </s>",1630,0.999999008675797
"ने इस मामले में",1629,0.6760514375164489
"को पूरा करने के",1628,0.5971460401352995
"शुरू किया । </s>",1625,0.9999989013371081
"करने का निर्देश दिया",1622,0.8918229492156178
"है और न ही",1622,0.984038943519803
"दी थी . </s>",1619,0.999991179452616
"की मौत हुई है",1618,0.6555402786416813
"शामिल हैं . </s>",1617,0.9999885235895325
"<s> यही वजह है",1616,0.9029886297615644
"आ गई । </s>",1613,0.9999994407445948
"भी किया । </s>",1612,0.9999988924769235
"कर दी थी ।",1609,0.7642791725641258
"करना पड़ रहा है",1609,0.9530299853850697
"के रूप में हुई",1606,0.07729954458804845
"उसकी मौत हो गई",1605,0.8714143988249605
"निर्देश दिया । </s>",1605,0.9999987410068857
"का आरोप लगाते हुए",1603,0.9618383556530423
"के अलग - अलग",1601,0.9999893629462399
"कर रही थी ।",1599,0.7135335745894091
"कुमार ने कहा कि",1598,0.90963506252547
"काम किया है ।",1597,0.702124509125578
"होना है । </s>",1596,0.9999973100952905
"<s> स) ता .",1594,0.9999999552626032
"घोषणा की । </s>",1592,0.999998985013536
"में थे । </s>",1590,0.9999987203602142
"<s> पीएम मोदी ने",1590,0.7546345416193797
"कराया जाएगा । </s>",1587,0.9999966142160369
"भेजा गया है ।",1585,0.8595202521561357
"जम्मू - कश्मीर के",1584,0.3352424074754478
"सोशल मीडिया पर वायरल",1576,0.18421131027982285
"नहीं हुई है ।",1572,0.777684465379552
"साल की उम्र में",1572,0.7546982737371069
"हुए है । </s>",1569,0.9999972638062993
"को गिरफ्तार किया गया",1568,0.282534228462943
"आ गया है ।",1567,0.6635855097066133
"का निरीक्षण किया ।",1561,0.7266194204482151
"करना शुरू कर दिया",1557,0.8087814574993638
"करने का फैसला किया",1556,0.642896015339977
"देना चाहिए । </s>",1555,0.9821504663889481
"करने की बात कही",1554,0.606932907433203
"दी गई है .",1554,0.13322958702320922
"में एक बार फिर",1553,0.9107625881855366
"चला गया । </s>",1551,0.9999990335550141
"की कोशिश की ।",1550,0.2691928604700323
"करनी चाहिए । </s>",1550,0.9833394665568127
"हत्या कर दी ।",1549,0.3211915062332707
"<s> सूत्रों के मुताबिक",1548,0.5516108113214166
"घायल हो गया ।",1547,0.7612793377732591
"<s> 5 . </s>",1545,0.9999999751819475
"मनाया जाता है ।",1540,0.818162681760001
"दर्ज की गई है",1535,0.44665097735614645
"<s> मालूम हो कि",1532,0.9999997695930323
"टक्कर मार दी ।",1529,0.8421564423960667
"नहीं किया है ।",1528,0.6795004479283877
"मौके पर ही मौत",1528,0.8077485855966979
"की ओर से जारी",1523,0.09430059913679804
"किए थे । </s>",1520,0.9999986614294346
"<s> जम्मू - कश्मीर",1518,0.9829901070956458
"<s> उत्तर प्रदेश में",1517,0.2485070323237967
"के लिए भेज दिया",1510,0.9553910434683468
"सूत्रों ने बताया कि",1508,0.9627858915860488
"मुलाकात की । </s>",1507,0.9999989277647972
"के बारे में भी",1507,0.05267836299290495
"को कहा है ।",1507,0.7205884365631916
"किया जाना चाहिए ।",1507,0.718432621832012
"भारतीय जनता पार्टी के",1505,0.32641970965766537
"प्रधानमंत्री नरेंद्र मोदी के",1502,0.1616964928580849
"के लिए । </s>",1495,0.9999999994590599
"पहुंच गया है ।",1491,0.7990438485420837
"फरार हो गया ।",1491,0.7427264516705322
"हो जाएंगे । </s>",1489,0.999995710511985
"<s> सुप्रीम कोर्ट ने",1489,0.5765955125195069
"चाहती है । </s>",1487,0.9999971129200292
"ने यह भी कहा",1484,0.634872939326029
"हो सकती है .",1484,0.1741334269032024
"<s> कोविड - 19",1483,0.99999996916302
"शामिल किया गया है",1483,0.6675992180377706
"प्रयास किया । </s>",1480,0.9999987936978384
"सामने आए हैं ।",1480,0.674744860813556
"से मारने की धमकी",1479,0.8842618176270169
"कराया था । </s>",1478,0.9999985211422323
"गिरफ्तार कर लिया गया",1477,0.23519699533397623
"मामले सामने आए हैं",1475,0.6299660239016452
"जारी है . </s>",1474,0.9999871726972065
"<s> इस फिल्म में",1473,0.4651778495572115
"दिया जाए । </s>",1472,0.9999954184614149
"से बात करते हुए",1469,0.9349564230535359
"कर दिया जाएगा ।",1468,0.846761908243492
"कराया जा रहा है",1464,0.9292930303800299
"जम्मू - कश्मीर में",1464,0.30983679880859366
"अधिकारियों ने बताया कि",1464,0.9836705789894818
"हो सकता है कि",1461,0.11279566015575812
"लगती है । </s>",1461,0.9999970615414672
"<s> यही कारण है",1459,0.923090259945648
"हुए कहा है कि",1457,0.9999090172893373
"सामने आने के बाद",1453,0.9304390112162139
"के हैं । </s>",1452,0.9999965293565626
"कम करने के लिए",1451,0.9112674136849204
"दर्ज किया है ।",1451,0.8724414088746182
"लगाया जा सकता है",1450,0.9539007590487371
"<s> माना जा रहा",1449,0.9999436983428445
"<s> डा . </s>",1448,0.9999999968729741
"जा चुके हैं ।",1444,0.7829277751099373
"काम करता है ।",1444,0.7026643131216879
"का नाम नहीं ले",1443,0.8774793219282877
"घोषित कर दिया ।",1442,0.5013954390342062
"किया जाता है .",1441,0.12205382277444657
"होने की संभावना है",1439,0.6771684989361698
"क्या है ? </s>",1437,0.9854075343925378
"जा सकेगा । </s>",1437,0.999999999195445
"ले रहे हैं ।",1436,0.7580332274512488
"करने के लिए कहा",1433,0.04539795138318897
"भेज दिया है ।",1430,0.8387155328259673
"जानकारी ली । </s>",1428,0.9999999997697016
"दूर करने के लिए",1427,0.9018688493773757
"<s> नई दिल्‍ ली",1420,0.8979783487941099
"हो रही हैं ।",1418,0.7688590894025089
"करने का आरोप लगाया",1415,0.5861793584311648
"हो गई हैं ।",1414,0.8132520727359743
"मिल सकता है ।",1414,0.8244429258380052
"बन गया है ।",1412,0.7512529801878056
"लिए हैं । </s>",1409,0.9999964234391262
"की कोशिश कर रहे",1408,0.4616556705462783
"में कोरोना वायरस के",1404,0.37829139940584633
"चुकी थी । </s>",1404,0.9999986176974044
"प्राप्त करने के लिए",1403,0.8527558653999137
"माना जाता है कि",1403,0.21371768647222267
"में कम से कम",1403,0.9999999451570987
"अपील की । </s>",1401,0.9999988466392216
"निर्देश दिए हैं ।",1400,0.7544383959391247
"की जांच के लिए",1398,0.6130997373829006
"आने वाले दिनों में",1397,0.9999997969017743
"पहुंच गई है ।",1396,0.807053299808465
"रखी है । </s>",1396,0.999996924722123
"चर्चा की । </s>",1395,0.99999884167853
"को मिला । </s>",1394,0.9999976047891647
"ले सकते हैं ।",1393,0.7482650618743503
"चाहता है । </s>",1390,0.9999969114475421
